Name,CreatedDate,Service_Application,Post_Assessment_Date,Post,Pre_Assessment_Date,Pre,Priority_Rank,Priority_Name,Impact_Category
IS-04345,2024-08-22 14:26:04,service_app_225,2024-08-22 00:00:00,Yes,2024-08-22 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-04346,2024-08-22 14:26:04,service_app_225,2024-08-22 00:00:00,Yes,2024-08-22 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
IS-04347,2024-08-22 14:26:04,service_app_225,2024-08-22 00:00:00,Yes,2024-08-22 00:00:00,Yes,18,Stair rails if needed,Falls Prevention
IS-04348,2024-08-22 14:26:04,service_app_225,2024-08-22 00:00:00,Yes,2024-08-22 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-04349,2024-08-22 14:26:04,service_app_225,2024-08-22 00:00:00,Yes,2024-08-22 00:00:00,No,20,No ratty carpeting,Air Quality
IS-04350,2024-08-22 14:26:04,service_app_225,2024-08-22 00:00:00,Yes,2024-08-22 00:00:00,No,21,Dryer vented outside,Home Preservation
IS-04351,2024-08-22 14:26:04,service_app_225,2024-08-22 00:00:00,Yes,2024-08-22 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04352,2024-08-22 14:26:04,service_app_225,2024-08-22 00:00:00,Yes,2024-08-22 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04353,2024-08-22 14:26:04,service_app_225,2024-08-22 00:00:00,Yes,2024-08-22 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04354,2024-08-22 14:26:04,service_app_225,2024-08-22 00:00:00,Yes,2024-08-22 00:00:00,Yes,25,No water leaks,Air Quality
IS-04355,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-04356,2024-09-11 14:52:40,service_app_238,,,2024-09-11 00:00:00,No,2,Roof watertight,Home Preservation
IS-04357,2024-09-11 14:52:40,service_app_238,,,2024-09-11 00:00:00,No,3,Runoff diverted,Home Preservation
IS-04358,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04359,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-04360,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,6,Pest free,Health Risk
IS-04361,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04362,2024-09-11 14:52:40,service_app_238,,,2024-09-11 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-04363,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04364,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04365,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04366,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04367,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,13,Appliances OK,Health Risk
IS-04368,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-04369,2024-09-11 14:52:40,service_app_238,,,2024-09-11 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-04370,2024-09-11 14:52:40,service_app_238,,,2024-09-11 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-04371,2024-09-11 14:52:40,service_app_238,,,2024-09-11 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04372,2024-09-11 14:52:40,service_app_238,,,2024-09-11 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-04373,2024-09-11 14:52:40,service_app_238,,,2024-09-11 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-04374,2024-09-11 14:52:40,service_app_238,,,2024-09-11 00:00:00,No,20,No ratty carpeting,Air Quality
IS-04375,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04376,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04377,2024-09-11 14:52:40,service_app_238,,,2024-09-11 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-04378,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04379,2024-09-11 14:52:40,service_app_238,2024-09-11 00:00:00,Yes,2024-09-11 00:00:00,Yes,25,No water leaks,Air Quality
IS-04380,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-04381,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-04382,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-04383,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04384,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-04385,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,6,Pest free,Health Risk
IS-04386,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04387,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-04388,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04389,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04390,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04391,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04392,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,13,Appliances OK,Health Risk
IS-04393,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-04394,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-04395,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-04396,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04397,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-04398,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-04399,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,No,2024-10-15 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-04400,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04401,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04402,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04403,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04404,2024-10-15 19:51:15,service_app_250,2025-05-21 00:00:00,Yes,2024-10-15 00:00:00,Yes,25,No water leaks,Air Quality
IS-04405,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-04406,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-04407,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,3,Runoff diverted,Home Preservation
IS-04408,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-04409,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-04410,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,6,Pest free,Health Risk
IS-04411,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04412,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-04413,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04414,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04415,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04416,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04417,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,13,Appliances OK,Health Risk
IS-04418,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-04419,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-04420,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-04421,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04422,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-04423,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-04424,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-04425,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04426,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04427,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-04428,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04429,2024-10-15 19:59:04,service_app_244,2023-09-05 00:00:00,Yes,2024-10-15 00:00:00,No,25,No water leaks,Air Quality
IS-04430,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-04431,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-04432,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-04433,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04434,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-04435,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,6,Pest free,Health Risk
IS-04436,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04437,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-04438,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04439,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-04440,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04441,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04442,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,13,Appliances OK,Health Risk
IS-04443,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-04444,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-04445,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-04446,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04447,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-04448,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-04449,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,No,20,No ratty carpeting,Air Quality
IS-04450,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04451,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04452,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04453,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04454,2024-10-15 20:06:21,service_app_245,2024-01-24 00:00:00,Yes,2024-10-15 00:00:00,Yes,25,No water leaks,Air Quality
IS-04455,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-04456,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-04457,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-04458,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-04459,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-04460,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,6,Pest free,Health Risk
IS-04461,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,No,7,Numerals visible,Health Risk
IS-04462,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-04463,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04464,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04465,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04466,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-04467,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,13,Appliances OK,Health Risk
IS-04468,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-04469,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-04470,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-04471,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04472,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-04473,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-04474,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,No,20,No ratty carpeting,Air Quality
IS-04475,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04476,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04477,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04478,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04479,2024-10-22 16:00:28,service_app_197,2025-03-03 00:00:00,Yes,2024-10-22 00:00:00,Yes,25,No water leaks,Air Quality
IS-04480,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-04481,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,No,2,Roof watertight,Home Preservation
IS-04482,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,No,3,Runoff diverted,Home Preservation
IS-04483,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04484,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-04485,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,6,Pest free,Health Risk
IS-04486,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,7,Numerals visible,Health Risk
IS-04487,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-04488,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04489,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-04490,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,No,11,CO exhausted outside,Air Quality
IS-04491,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04492,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,13,Appliances OK,Health Risk
IS-04493,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-04494,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-04495,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-04496,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
IS-04497,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,18,Stair rails if needed,Falls Prevention
IS-04498,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-04499,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-04500,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04501,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04502,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04503,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04504,2024-10-28 15:33:53,service_app_243,2024-10-25 00:00:00,Yes,2024-09-26 00:00:00,Yes,25,No water leaks,Air Quality
IS-04505,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-04506,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-04507,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-04508,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-04509,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-04510,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,6,Pest free,Health Risk
IS-04511,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,7,Numerals visible,Health Risk
IS-04512,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-04513,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-04514,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-04515,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-04516,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-04517,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,13,Appliances OK,Health Risk
IS-04518,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-04519,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-04520,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-04521,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-04522,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,18,Stair rails if needed,Falls Prevention
IS-04523,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-04524,2024-11-20 20:43:58,service_app_254,,,2024-11-20 00:00:00,No,20,No ratty carpeting,Air Quality
IS-04525,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-04526,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-04527,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-04528,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-04529,2024-11-20 20:43:58,service_app_254,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,25,No water leaks,Air Quality
IS-04530,2024-11-20 20:48:50,service_app_249,,,2024-11-20 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-04531,2024-11-20 20:48:50,service_app_249,2024-11-20 00:00:00,Yes,2024-11-20 00:00:00,Yes,2,Roof watertight,Home Preservation
